PP	5060144980007		B6067	SUC	5060144980007		ASFEB1000	1.000	PCE	8714253082462	20250714
PP	5060144980007		B6071	SUC	5060144980007		ASFEB1500	1.000	PCE	8714253082462	20250714
PP	5060144980007		B6073	SUC	5060144980007		ASFEB2000	1.000	PCE	8714253082462	20250714
PP	5060144980007		B6085	SUC	5060144980007		ASFSCEB	1.000	PCE	8714253082462	20250714
PP	5060144980007		B6911	PRE	5060144980007		AL5297	1.000	PCE	8714253082462	20250714
PP	5060144980007		BN6090	SUC	5060144980007		ASFLA305-15	1.000	PCE	8714253082462	20250714
PP	5060144980007		BN6090	PRE	5060144980007		B6090	1.000	PCE	8714253082462	20250714
PP	5790001082253	5702420048093 	013G2980	SUC	5790001082253		015G4090	1.000	PCE	5790001082253	20231218
PP	8016615000009	8016615348996 	108601	PRE	8016615000009		108600	1.000	PCE	8016615000009	20240124
PP	8712993000005		3008045	PAR	8712993000005		I133008015	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008045	PAR	8712993000005		I133008018	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008052	PAR	8712993000005		I133008022	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008058	PAR	8712993000005		I133008028	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008064	PAR	8712993000005		I133008035	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008070	PAR	8712993000005		I133008042	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008079	PAR	8712993000005		I133008048	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008083	PAR	8712993000005		I133008054	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008083	PAR	8712993000005		I133008057	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008091	PAR	8712993000005		I133008060	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008105	PAR	8712993000005		I133008064	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008105	PAR	8712993000005		I133008070	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008115	PAR	8712993000005		I133008076	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008130	PAR	8712993000005		I133008089	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008140	PAR	8712993000005		I133008102	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008140	PAR	8712993000005		I133008108	1.000	PCE	8712993000005	20230101
PP	8712993000005		3008160	PAR	8712993000005		I133008114	1.000	PCE	8712993000005	20230101
PP	8712993000005		33068325	FI2	8712993000005		65178016	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303008	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303008	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303008	FI2	8712993000005		6793810	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303010	FI2	8712993000005		6520110	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303010	FI2	8712993000005		6520210	1.000	PCE	8712993000005	20240704
PP	8712993000005		6303010	FI2	8712993000005		6793810	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313802	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313802	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313803	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313803	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313804	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313804	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313805	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313805	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313806	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313806	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313807	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313807	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313808	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313808	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313809	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313809	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313810	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313810	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313812	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313812	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313815	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313815	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313818	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		6313818	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6513006	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6513010	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6513208	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6513709	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519006	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519010	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519910	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519911	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519912	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6519913	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6520100	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6520110	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6520200	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6520210	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6533306	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6535109	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6535110	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6535112	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6543001	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6568001	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6583060	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6583090	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6583109	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6583113	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584001	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584002	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584003	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584011	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584051	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584052	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584053	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584090	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584091	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6584151	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6585011	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6585090	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6585135	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6593010	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6603010	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6613200	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6613250	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6613820	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6661110	1.000	PCE	8712993000005	20240704
PP	8712993000005		650530152	FI2	8712993000005		6793810	1.000	PCE	8712993000005	20240704
PP	8712993000005		6513008	FI2	8712993000005		6505030	1.000	PCE	8712993000005	20240704
PP	8712993000005		6513008	FI2	8712993000005		650527182	1.000	PCE	8712993000005	20240704
PP	8712993000005		6513008	FI2	8712993000005		650527183	1.000	PCE	8712993000005	20240704
PP	8712993000005		6513008	FI2	8712993000005		650530150	1.000	PCE	8712993000005	20240704
PP	8712993000005		6513008	FI2	8712993000005		650530152	1.000	PCE	8712993000005	20240704
